esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3911
Scenario File Name: ../../resources/xosc/./lane_change.xosc
Number of Vehicles: 4
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , #3 Entity_Name [-] , #3 Entity_ID [-] , #3 Current_Speed [m/s] , #3 Wheel_Angle [deg] , #3 Wheel_Rotation [-] , #3 bb_x [m] , #3 bb_y [m] , #3 bb_z [m] , #3 bb_length [m] , #3 bb_width [m] , #3 bb_height [m] , #3 World_Position_X [m] , #3 World_Position_Y [m] , #3 World_Position_Z [m] , #3 Vel_X [m/s] , #3 Vel_Y [m/s] , #3 Vel_Z [m/s] , #3 Acc_X [m/s2] , #3 Acc_Y [m/s2] , #3 Acc_Z [m/s2] , #3 Distance_Travelled_Along_Road_Segment [m] , #3 Lateral_Distance_Lanem [m] , #3 lane_id, #3 lane_offset [m] , #3 World_Heading_Angle [rad] , #3 Heading_Angle_Rate [rad/s] , #3 Relative_Heading_Angle [rad] , #3 Relative_Heading_Angle_Drive_Direction [rad] , #3 World_Pitch_Angle [rad] , #3 Road_Curvature [1/m] , #3 collision_ids , #4 Entity_Name [-] , #4 Entity_ID [-] , #4 Current_Speed [m/s] , #4 Wheel_Angle [deg] , #4 Wheel_Rotation [-] , #4 bb_x [m] , #4 bb_y [m] , #4 bb_z [m] , #4 bb_length [m] , #4 bb_width [m] , #4 bb_height [m] , #4 World_Position_X [m] , #4 World_Position_Y [m] , #4 World_Position_Z [m] , #4 Vel_X [m/s] , #4 Vel_Y [m/s] , #4 Vel_Z [m/s] , #4 Acc_X [m/s2] , #4 Acc_Y [m/s2] , #4 Acc_Z [m/s2] , #4 Distance_Travelled_Along_Road_Segment [m] , #4 Lateral_Distance_Lanem [m] , #4 lane_id, #4 lane_offset [m] , #4 World_Heading_Angle [rad] , #4 Heading_Angle_Rate [rad/s] , #4 Relative_Heading_Angle [rad] , #4 Relative_Heading_Angle_Drive_Direction [rad] , #4 World_Pitch_Angle [rad] , #4 Road_Curvature [1/m] , #4 collision_ids , 
325, 5.435000, Ego, 0, 20.000000, -0.020327, 2.695349, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 186.361733, -60.578134, 0.000000, -19.994161, -0.358394, 0.000000, -0.040762, 2.706565, 0.000000, 158.823682, 1.124789, 1, -0.660211, 3.160624, -0.129403, 0.111409, -3.030184, 0.000000, -0.000223, , Truck, 1, 20.000000, 0.000601, 2.695349, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 154.109807, -54.554676, 0.000000, 19.901714, -1.980416, 0.000000, 0.006815, 0.073957, 0.000000, 191.506010, -1.784436, -1, 0.000564, 6.184035, 0.003829, 3.141593, 3.141593, 0.000000, -0.000192, , Truck+, 2, 20.000000, -0.006642, 2.695349, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 148.129690, -54.065017, 0.000000, 19.926877, -1.681658, 0.000000, -0.057144, -0.843753, 0.000000, 197.507076, -1.676315, -1, 0.108685, 6.198993, -0.042284, 3.157684, -3.125502, 0.000000, -0.000186, , Truck++, 3, 20.000000, -0.013551, 2.695349, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 135.447329, -53.449896, 0.000000, 19.967459, -0.727771, 0.000000, -0.033187, -1.723653, 0.000000, 210.189510, -1.004039, -1, 0.780961, 6.246754, -0.086271, 3.207723, -3.075462, 0.000000, -0.000174, , 
326, 5.452000, Ego, 0, 20.000000, -0.022262, 3.666777, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 186.021819, -60.583395, 0.000000, -19.994953, -0.309437, 0.000000, -0.046597, 2.879793, 0.000000, 159.161573, 1.161395, 1, -0.623605, 3.158215, -0.141727, 0.109075, -3.032518, 0.000000, -0.000223, , Truck, 1, 20.000000, 0.000602, 3.666777, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 154.448139, -54.588321, 0.000000, 19.901834, -1.979118, 0.000000, 0.007053, 0.076324, 0.000000, 191.165894, -1.784436, -1, 0.000564, 6.184100, 0.003836, 3.141593, 3.141593, 0.000000, -0.000192, , Truck+, 2, 20.000000, -0.006306, 3.666777, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 148.468431, -54.093837, 0.000000, 19.925941, -1.695276, 0.000000, -0.055059, -0.801063, 0.000000, 197.167054, -1.681543, -1, 0.103457, 6.198311, -0.040147, 3.156938, -3.126247, 0.000000, -0.000186, , Truck++, 3, 20.000000, -0.013411, 3.666777, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 135.786766, -53.462761, 0.000000, 19.966918, -0.756770, 0.000000, -0.031795, -1.705855, 0.000000, 209.850477, -1.025984, -1, 0.759016, 6.245302, -0.085374, 3.206213, -3.076973, 0.000000, -0.000174, , 
327, 5.467000, Ego, 0, 20.000000, -0.025949, 4.523920, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 185.721880, -60.587324, 0.000000, -19.995931, -0.261944, 0.000000, -0.065164, 3.166172, 0.000000, 159.459787, 1.193008, 1, -0.591992, 3.155737, -0.165194, 0.106663, -3.034930, 0.000000, -0.000222, , Truck, 1, 20.000000, 0.000603, 4.523920, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 154.746668, -54.617990, 0.000000, 19.901948, -1.977895, 0.000000, 0.007579, 0.081541, 0.000000, 190.865791, -1.784436, -1, 0.000564, 6.184157, 0.003842, 3.141593, 3.141593, 0.000000, -0.000192, , Truck+, 2, 20.000000, -0.006021, 4.523920, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 148.767309, -54.119438, 0.000000, 19.925149, -1.706747, 0.000000, -0.052857, -0.764762, 0.000000, 196.867028, -1.685965, -1, 0.099035, 6.197736, -0.038328, 3.156307, -3.126878, 0.000000, -0.000186, , Truck++, 3, 20.000000, -0.013278, 4.523920, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 136.086264, -53.474493, 0.000000, 19.966504, -0.782109, 0.000000, -0.027634, -1.689215, 0.000000, 209.551295, -1.044952, -1, 0.740048, 6.244034, -0.084529, 3.204893, -3.078293, 0.000000, -0.000174, , 
328, 5.485000, Ego, 0, 20.000000, -0.019812, 5.552491, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 185.361952, -60.591133, 0.000000, -19.996004, -0.211620, 0.000000, -0.004051, 2.795811, 0.000000, 159.817724, 1.230068, 1, -0.554932, 3.153466, -0.126127, 0.104472, -3.037120, 0.000000, -0.000222, , Truck, 1, 20.000000, 0.000604, 5.552491, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 155.104905, -54.653569, 0.000000, 19.902063, -1.976631, 0.000000, 0.006426, 0.070201, 0.000000, 190.505667, -1.784436, -1, 0.000564, 6.184227, 0.003848, 3.141593, 3.141593, 0.000000, -0.000193, , Truck+, 2, 20.000000, -0.005699, 5.552491, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 149.125944, -54.150394, 0.000000, 19.924201, -1.719774, 0.000000, -0.052661, -0.723689, 0.000000, 196.506990, -1.691014, -1, 0.093986, 6.197083, -0.036280, 3.155587, -3.127598, 0.000000, -0.000187, , Truck++, 3, 20.000000, -0.013106, 5.552491, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 136.445648, -53.489111, 0.000000, 19.965766, -0.812112, 0.000000, -0.041010, -1.666872, 0.000000, 209.192232, -1.067154, -1, 0.717846, 6.242532, -0.083434, 3.203328, -3.079857, 0.000000, -0.000175, , 
329, 5.498000, Ego, 0, 20.000000, -0.026312, 0.012163, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 185.101988, -60.593252, 0.000000, -19.997252, -0.163023, 0.000000, -0.096047, 3.738212, 0.000000, 160.076305, 1.256224, 1, -0.528776, 3.150704, -0.212487, 0.101767, -3.039825, 0.000000, -0.000222, , Truck, 1, 20.000000, 0.000605, 0.012163, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 155.363633, -54.679250, 0.000000, 19.902175, -1.975443, 0.000000, 0.008575, 0.091430, 0.000000, 190.245578, -1.784436, -1, 0.000564, 6.184277, 0.003854, 3.141593, 3.141593, 0.000000, -0.000193, , Truck+, 2, 20.000000, -0.005469, 0.012163, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 149.384951, -54.172868, 0.000000, 19.923569, -1.728804, 0.000000, -0.048628, -0.694654, 0.000000, 196.246959, -1.694528, -1, 0.090472, 6.196630, -0.034816, 3.155086, -3.128100, 0.000000, -0.000187, , Truck++, 3, 20.000000, -0.012978, 0.012163, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 136.705199, -53.499948, 0.000000, 19.965495, -0.833582, 0.000000, -0.020813, -1.651510, 0.000000, 208.932882, -1.082897, -1, 0.702103, 6.241458, -0.082620, 3.202209, -3.080977, 0.000000, -0.000175, , 
330, 5.516000, Ego, 0, 20.000000, -0.018181, 1.040735, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 184.742045, -60.595292, 0.000000, -19.996801, -0.113323, 0.000000, 0.025065, 2.761117, 0.000000, 160.434409, 1.291572, 1, -0.493428, 3.148621, -0.115742, 0.099763, -3.041829, 0.000000, -0.000221, , Truck, 1, 20.000000, 0.000606, 1.040735, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 155.721874, -54.714787, 0.000000, 19.902283, -1.974252, 0.000000, 0.006012, 0.066159, 0.000000, 189.885454, -1.784436, -1, 0.000564, 6.184346, 0.003860, 3.141593, 3.141593, 0.000000, -0.000193, , Truck+, 2, 20.000000, -0.005176, 1.040735, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 149.743559, -54.204200, 0.000000, 19.922671, -1.740632, 0.000000, -0.049865, -0.657096, 0.000000, 195.886910, -1.699160, -1, 0.085840, 6.196037, -0.032950, 3.154425, -3.128760, 0.000000, -0.000187, , Truck++, 3, 20.000000, -0.012788, 1.040735, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 137.064563, -53.515479, 0.000000, 19.964647, -0.862857, 0.000000, -0.047127, -1.626364, 0.000000, 208.573741, -1.104150, -1, 0.680850, 6.239993, -0.081414, 3.200680, -3.082505, 0.000000, -0.000175, , 
331, 5.535000, Ego, 0, 20.000000, -0.024194, 2.126449, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 184.362104, -60.596288, 0.000000, -19.996906, -0.052448, 0.000000, -0.005528, 3.203942, 0.000000, 160.812511, 1.327764, 1, -0.457236, 3.145694, -0.154024, 0.096920, -3.044672, 0.000000, -0.000221, , Truck, 1, 20.000000, 0.000607, 2.126449, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 156.100020, -54.752270, 0.000000, 19.902414, -1.972828, 0.000000, 0.006897, 0.074924, 0.000000, 189.505323, -1.784436, -1, 0.000564, 6.184420, 0.003867, 3.141593, 3.141593, 0.000000, -0.000193, , Truck+, 2, 20.000000, -0.004879, 2.126449, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 150.122073, -54.237495, 0.000000, 19.921782, -1.752401, 0.000000, -0.046774, -0.619410, 0.000000, 195.506846, -1.703798, -1, 0.081202, 6.195447, -0.031059, 3.153764, -3.129421, 0.000000, -0.000188, , Truck++, 3, 20.000000, -0.012581, 2.126449, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 137.443877, -53.532451, 0.000000, 19.963894, -0.893262, 0.000000, -0.039636, -1.600311, 0.000000, 208.194601, -1.125983, -1, 0.659017, 6.238471, -0.080091, 3.199092, -3.084093, 0.000000, -0.000176, , 
332, 5.551000, Ego, 0, 20.000000, -0.030969, 3.040735, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 184.042145, -60.596182, 0.000000, -19.997470, 0.006639, 0.000000, -0.035252, 3.692941, 0.000000, 161.131004, 1.357325, 1, -0.427675, 3.142540, -0.197156, 0.093836, -3.047756, 0.000000, -0.000221, , Truck, 1, 20.000000, 0.000609, 3.040735, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 156.418462, -54.783814, 0.000000, 19.902599, -1.971485, 0.000000, 0.011572, 0.083933, 0.000000, 189.185213, -1.784436, -1, 0.000564, 6.184482, 0.003874, 3.141593, 3.141593, 0.000000, -0.000194, , Truck+, 2, 20.000000, -0.004636, 3.040735, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 150.440811, -54.265685, 0.000000, 19.921134, -1.761825, 0.000000, -0.040546, -0.588979, 0.000000, 195.186775, -1.707532, -1, 0.077468, 6.194975, -0.029515, 3.153231, -3.129954, 0.000000, -0.000188, , Truck++, 3, 20.000000, -0.012401, 3.040735, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 137.763292, -53.547147, 0.000000, 19.963429, -0.918511, 0.000000, -0.029011, -1.578012, 0.000000, 207.875289, -1.143946, -1, 0.641054, 6.237208, -0.078948, 3.197773, -3.085412, 0.000000, -0.000176, , 
333, 5.568000, Ego, 0, 20.000000, -0.025283, 4.012163, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 183.702191, -60.595101, 0.000000, -19.997237, 0.063588, 0.000000, 0.013695, 3.349941, 0.000000, 161.469484, 1.387794, 1, -0.397206, 3.139804, -0.160956, 0.091175, -3.050418, 0.000000, -0.000220, , Truck, 1, 20.000000, 0.000610, 4.012163, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 156.756809, -54.817308, 0.000000, 19.902754, -1.970215, 0.000000, 0.009099, 0.074728, 0.000000, 188.845095, -1.784436, -1, 0.000564, 6.184548, 0.003880, 3.141593, 3.141593, 0.000000, -0.000194, , Truck+, 2, 20.000000, -0.004394, 4.012163, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 150.779458, -54.295797, 0.000000, 19.920432, -1.771310, 0.000000, -0.041237, -0.557964, 0.000000, 194.846695, -1.711316, -1, 0.073684, 6.194499, -0.027973, 3.152692, -3.130493, 0.000000, -0.000188, , Truck++, 3, 20.000000, -0.012203, 4.012163, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 138.102658, -53.563211, 0.000000, 19.962748, -0.944902, 0.000000, -0.040105, -1.552424, 0.000000, 207.535983, -1.162565, -1, 0.622435, 6.235887, -0.077689, 3.196393, -3.086793, 0.000000, -0.000176, , 
334, 5.585000, Ego, 0, 20.000000, -0.027397, 4.983592, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 183.362243, -60.593001, 0.000000, -19.996991, 0.123519, 0.000000, 0.014507, 3.525342, 0.000000, 161.808050, 1.417273, 1, -0.367727, 3.136838, -0.174413, 0.088284, -3.053308, 0.000000, -0.000220, , Truck, 1, 20.000000, 0.000611, 4.983592, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 157.095157, -54.850779, 0.000000, 19.902875, -1.968900, 0.000000, 0.007133, 0.077344, 0.000000, 188.504977, -1.784436, -1, 0.000564, 6.184614, 0.003887, 3.141593, 3.141593, 0.000000, -0.000194, , Truck+, 2, 20.000000, -0.004162, 4.983592, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 151.118093, -54.326062, 0.000000, 19.919727, -1.780291, 0.000000, -0.041516, -0.528301, 0.000000, 194.506610, -1.714925, -1, 0.070075, 6.194049, -0.026496, 3.152177, -3.131008, 0.000000, -0.000189, , Truck++, 3, 20.000000, -0.012001, 4.983592, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 138.442013, -53.579715, 0.000000, 19.962043, -0.970856, 0.000000, -0.041450, -1.526685, 0.000000, 207.196643, -1.180724, -1, 0.604276, 6.234589, -0.076402, 3.195034, -3.088151, 0.000000, -0.000176, , 
335, 5.602000, Ego, 0, 20.000000, -0.027972, 5.955020, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 183.022301, -60.589862, 0.000000, -19.996561, 0.184673, 0.000000, 0.025299, 3.597322, 0.000000, 162.146701, 1.445742, 1, -0.339258, 3.133811, -0.178076, 0.085331, -3.056261, 0.000000, -0.000220, , Truck, 1, 20.000000, 0.000612, 5.955020, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 157.433508, -54.884228, 0.000000, 19.902997, -1.967583, 0.000000, 0.007143, 0.077474, 0.000000, 188.164859, -1.784436, -1, 0.000564, 6.184680, 0.003893, 3.141593, 3.141593, 0.000000, -0.000195, , Truck+, 2, 20.000000, -0.003941, 5.955020, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 151.456717, -54.356471, 0.000000, 19.919050, -1.788794, 0.000000, -0.039817, -0.500179, 0.000000, 194.166523, -1.718368, -1, 0.066632, 6.193622, -0.025088, 3.151687, -3.131499, 0.000000, -0.000189, , Truck++, 3, 20.000000, -0.011795, 5.955020, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 138.781356, -53.596653, 0.000000, 19.961320, -0.996363, 0.000000, -0.042517, -1.500425, 0.000000, 206.857268, -1.198429, -1, 0.586571, 6.233312, -0.075088, 3.193697, -3.089488, 0.000000, -0.000177, , 
336, 5.616000, Ego, 0, 20.000000, -0.034494, 0.471835, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 182.742351, -60.586481, 0.000000, -19.996452, 0.241488, 0.000000, 0.007743, 4.058206, 0.000000, 162.425658, 1.468413, 1, -0.316587, 3.130737, -0.219594, 0.082318, -3.059274, 0.000000, -0.000219, , Truck, 1, 20.000000, 0.000612, 0.471835, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 157.712152, -54.911757, 0.000000, 19.903108, -1.966381, 0.000000, 0.007992, 0.085903, 0.000000, 187.884762, -1.784436, -1, 0.000564, 6.184735, 0.003899, 3.141593, 3.141593, 0.000000, -0.000195, , Truck+, 2, 20.000000, -0.003763, 0.471835, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 151.735577, -54.381608, 0.000000, 19.918519, -1.795481, 0.000000, -0.037925, -0.477630, 0.000000, 193.886448, -1.721093, -1, 0.063907, 6.193287, -0.023956, 3.151298, -3.131887, 0.000000, -0.000189, , Truck++, 3, 20.000000, -0.011623, 0.471835, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 139.060807, -53.610892, 0.000000, 19.960796, -1.017067, 0.000000, -0.037436, -1.478892, 0.000000, 206.577760, -1.212706, -1, 0.572294, 6.232276, -0.073995, 3.192612, -3.090573, 0.000000, -0.000177, , 
337, 5.632000, Ego, 0, 20.000000, -0.026494, 1.386121, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 182.422424, -60.581724, 0.000000, -19.995444, 0.297329, 0.000000, 0.063040, 3.490026, 0.000000, 162.744531, 1.493454, 1, -0.291546, 3.128142, -0.162186, 0.079793, -3.061799, 0.000000, -0.000219, , Truck, 1, 20.000000, 0.000613, 1.386121, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 158.030603, -54.943201, 0.000000, 19.903215, -1.965215, 0.000000, 0.006672, 0.072864, 0.000000, 187.564650, -1.784436, -1, 0.000564, 6.184797, 0.003905, 3.141593, 3.141593, 0.000000, -0.000195, , Truck+, 2, 20.000000, -0.003573, 1.386121, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 152.054263, -54.410452, 0.000000, 19.917924, -1.802736, 0.000000, -0.037198, -0.453443, 0.000000, 193.566361, -1.724073, -1, 0.060927, 6.192923, -0.022748, 3.150874, -3.132312, 0.000000, -0.000190, , Truck++, 3, 20.000000, -0.011423, 1.386121, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 139.380167, -53.627537, 0.000000, 19.960028, -1.040314, 0.000000, -0.047983, -1.452901, 0.000000, 206.258294, -1.228634, -1, 0.556366, 6.231113, -0.072720, 3.191392, -3.091793, 0.000000, -0.000177, , 
338, 5.649000, Ego, 0, 20.000000, -0.027781, 2.357549, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 182.082520, -60.575608, 0.000000, -19.994329, 0.359752, 0.000000, 0.065581, 3.671981, 0.000000, 163.083408, 1.519025, 1, -0.265975, 3.125135, -0.176860, 0.076861, -3.064732, 0.000000, -0.000219, , Truck, 1, 20.000000, 0.000614, 2.357549, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 158.368960, -54.976588, 0.000000, 19.903333, -1.963930, 0.000000, 0.006941, 0.075549, 0.000000, 187.224532, -1.784436, -1, 0.000564, 6.184863, 0.003911, 3.141593, 3.141593, 0.000000, -0.000196, , Truck+, 2, 20.000000, -0.003380, 2.357549, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 152.392858, -54.441222, 0.000000, 19.917322, -1.810027, 0.000000, -0.035390, -0.428903, 0.000000, 193.226266, -1.727093, -1, 0.057907, 6.192557, -0.021518, 3.150443, -3.132742, 0.000000, -0.000190, , Truck++, 3, 20.000000, -0.011208, 2.357549, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 139.719474, -53.645635, 0.000000, 19.959233, -1.064550, 0.000000, -0.046784, -1.425648, 0.000000, 205.918831, -1.245126, -1, 0.539874, 6.229900, -0.071352, 3.190119, -3.093067, 0.000000, -0.000178, , 
339, 5.667000, Ego, 0, 20.000000, -0.028333, 3.386121, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 181.722648, -60.567921, 0.000000, -19.992901, 0.427043, 0.000000, 0.079321, 3.738351, 0.000000, 163.442303, 1.544920, 1, -0.240080, 3.121889, -0.180370, 0.073693, -3.067900, 0.000000, -0.000219, , Truck, 1, 20.000000, 0.000615, 3.386121, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 158.727222, -55.011914, 0.000000, 19.903459, -1.962566, 0.000000, 0.006963, 0.075803, 0.000000, 186.864406, -1.784436, -1, 0.000564, 6.184934, 0.003918, 3.141593, 3.141593, 0.000000, -0.000196, , Truck+, 2, 20.000000, -0.003185, 3.386121, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 152.751359, -54.473934, 0.000000, 19.916716, -1.817302, 0.000000, -0.033685, -0.404168, 0.000000, 192.866162, -1.730135, -1, 0.054865, 6.192192, -0.020278, 3.150010, -3.133175, 0.000000, -0.000190, , Truck++, 3, 20.000000, -0.010978, 3.386121, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 140.078725, -53.665249, 0.000000, 19.958380, -1.089685, 0.000000, -0.047382, -1.396433, 0.000000, 205.559368, -1.262115, -1, 0.522885, 6.228642, -0.069890, 3.188797, -3.094389, 0.000000, -0.000178, , 
340, 5.683000, Ego, 0, 20.000000, -0.034172, 4.300406, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 181.402780, -60.560026, 0.000000, -19.991711, 0.493458, 0.000000, 0.074360, 4.151000, 0.000000, 163.761397, 1.566901, 1, -0.218099, 3.118408, -0.217546, 0.070282, -3.071311, 0.000000, -0.000218, , Truck, 1, 20.000000, 0.000616, 4.300406, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 159.045680, -55.043294, 0.000000, 19.903581, -1.961238, 0.000000, 0.007684, 0.082974, 0.000000, 186.544294, -1.784436, -1, 0.000564, 6.184997, 0.003925, 3.141593, 3.141593, 0.000000, -0.000196, , Truck+, 2, 20.000000, -0.003017, 4.300406, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 153.070018, -54.503109, 0.000000, 19.916205, -1.823428, 0.000000, -0.031911, -0.382854, 0.000000, 192.546068, -1.732720, -1, 0.052280, 6.191885, -0.019209, 3.149642, -3.133544, 0.000000, -0.000191, , Truck++, 3, 20.000000, -0.010774, 4.300406, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 140.398048, -53.683035, 0.000000, 19.957680, -1.111616, 0.000000, -0.043796, -1.370633, 0.000000, 205.239818, -1.276846, -1, 0.508154, 6.227544, -0.068588, 3.187642, -3.095543, 0.000000, -0.000178, , 
341, 5.699000, Ego, 0, 20.000000, -0.030908, 5.214692, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 181.082939, -60.551117, 0.000000, -19.990119, 0.556831, 0.000000, 0.099524, 3.960809, 0.000000, 164.080557, 1.587893, 1, -0.197107, 3.115260, -0.196767, 0.067203, -3.074390, 0.000000, -0.000218, , Truck, 1, 20.000000, 0.000617, 5.214692, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 159.364139, -55.074653, 0.000000, 19.903697, -1.959987, 0.000000, 0.007202, 0.078225, 0.000000, 186.224182, -1.784436, -1, 0.000564, 6.185060, 0.003931, 3.141593, 3.141593, 0.000000, -0.000197, , Truck+, 2, 20.000000, -0.002858, 5.214692, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 153.388669, -54.532376, 0.000000, 19.915714, -1.829230, 0.000000, -0.030713, -0.362636, 0.000000, 192.225972, -1.735193, -1, 0.049807, 6.191594, -0.018197, 3.149289, -3.133896, 0.000000, -0.000191, , Truck++, 3, 20.000000, -0.010568, 5.214692, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 140.717359, -53.701165, 0.000000, 19.956918, -1.133123, 0.000000, -0.047582, -1.344233, 0.000000, 204.920245, -1.291216, -1, 0.493784, 6.226468, -0.067277, 3.186509, -3.096676, 0.000000, -0.000179, , 
