esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3911
Scenario File Name: ../../resources/xosc/./lane_change.xosc
Number of Vehicles: 4
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , #3 Entity_Name [-] , #3 Entity_ID [-] , #3 Current_Speed [m/s] , #3 Wheel_Angle [deg] , #3 Wheel_Rotation [-] , #3 bb_x [m] , #3 bb_y [m] , #3 bb_z [m] , #3 bb_length [m] , #3 bb_width [m] , #3 bb_height [m] , #3 World_Position_X [m] , #3 World_Position_Y [m] , #3 World_Position_Z [m] , #3 Vel_X [m/s] , #3 Vel_Y [m/s] , #3 Vel_Z [m/s] , #3 Acc_X [m/s2] , #3 Acc_Y [m/s2] , #3 Acc_Z [m/s2] , #3 Distance_Travelled_Along_Road_Segment [m] , #3 Lateral_Distance_Lanem [m] , #3 lane_id, #3 lane_offset [m] , #3 World_Heading_Angle [rad] , #3 Heading_Angle_Rate [rad/s] , #3 Relative_Heading_Angle [rad] , #3 Relative_Heading_Angle_Drive_Direction [rad] , #3 World_Pitch_Angle [rad] , #3 Road_Curvature [1/m] , #3 collision_ids , #4 Entity_Name [-] , #4 Entity_ID [-] , #4 Current_Speed [m/s] , #4 Wheel_Angle [deg] , #4 Wheel_Rotation [-] , #4 bb_x [m] , #4 bb_y [m] , #4 bb_z [m] , #4 bb_length [m] , #4 bb_width [m] , #4 bb_height [m] , #4 World_Position_X [m] , #4 World_Position_Y [m] , #4 World_Position_Z [m] , #4 Vel_X [m/s] , #4 Vel_Y [m/s] , #4 Vel_Z [m/s] , #4 Acc_X [m/s2] , #4 Acc_Y [m/s2] , #4 Acc_Z [m/s2] , #4 Distance_Travelled_Along_Road_Segment [m] , #4 Lateral_Distance_Lanem [m] , #4 lane_id, #4 lane_offset [m] , #4 World_Heading_Angle [rad] , #4 Heading_Angle_Rate [rad/s] , #4 Relative_Heading_Angle [rad] , #4 Relative_Heading_Angle_Drive_Direction [rad] , #4 World_Pitch_Angle [rad] , #4 Road_Curvature [1/m] , #4 collision_ids , 
72, 1.182000, Ego, 0, 20.000000, -0.012597, 4.711004, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 271.260079, -63.994260, 0.000000, -19.999692, 0.190674, 0.000000, 0.017183, 1.661348, 0.000000, 73.794997, -1.785000, -1, 0.000000, 3.131418, -0.080194, 0.000000, 0.000000, 0.000000, -0.003964, , Truck, 1, 20.000000, 0.000345, 4.711004, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 69.353597, -49.115527, 0.000000, 19.874759, -2.234629, 0.000000, 0.004604, 0.045035, 0.000000, 276.364159, 1.785000, 1, 0.000000, 6.171238, 0.002198, 3.141593, 0.000000, 0.000000, -0.000110, , Truck+, 2, 20.000000, 0.000319, 4.711004, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 63.391640, -48.440944, 0.000000, 19.873409, -2.246561, 0.000000, 0.004102, 0.040383, 0.000000, 282.363391, 1.782620, 1, -0.002380, 6.170620, 0.002029, 3.141618, 0.000025, 0.000000, -0.000104, , Truck++, 3, 20.000000, 0.000223, 4.711004, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 50.773087, -47.004938, 0.000000, 19.871149, -2.266431, 0.000000, 0.002759, 0.028299, 0.000000, 295.061217, 1.781523, 1, -0.003477, 6.169620, 0.001421, 3.141865, 0.000272, 0.000000, -0.000092, , 
73, 1.200000, Ego, 0, 20.000000, -0.012482, 5.739575, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 270.900088, -63.990339, 0.000000, -19.999504, 0.217814, 0.000000, 0.010425, 1.507771, 0.000000, 74.157563, -1.785000, -1, 0.000000, 3.129988, -0.079464, 0.000000, 0.000000, 0.000000, -0.003926, , Truck, 1, 20.000000, 0.000346, 5.739575, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 69.711344, -49.155737, 0.000000, 19.874836, -2.233884, 0.000000, 0.004283, 0.041360, 0.000000, 276.004230, 1.785000, 1, 0.000000, 6.171277, 0.002204, 3.141593, -0.000000, 0.000000, -0.000110, , Truck+, 2, 20.000000, 0.000319, 5.739575, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 63.749362, -48.481369, 0.000000, 19.873484, -2.245833, 0.000000, 0.004202, 0.040439, 0.000000, 282.003453, 1.782605, 1, -0.002395, 6.170656, 0.002033, 3.141617, 0.000024, 0.000000, -0.000105, , Truck++, 3, 20.000000, 0.000227, 5.739575, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 51.130769, -47.045725, 0.000000, 19.871201, -2.265914, 0.000000, 0.002896, 0.028711, 0.000000, 294.701279, 1.781422, 1, -0.003578, 6.169646, 0.001443, 3.141858, 0.000265, 0.000000, -0.000092, , 
74, 1.216000, Ego, 0, 20.000000, -0.012367, 0.370676, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 270.580102, -63.986424, 0.000000, -19.999111, 0.244709, 0.000000, 0.024586, 1.680892, 0.000000, 74.479821, -1.785000, -1, 0.000000, 3.128728, -0.078734, 0.000000, 0.000000, 0.000000, -0.003892, , Truck, 1, 20.000000, 0.000347, 0.370676, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 70.029343, -49.191467, 0.000000, 19.874912, -2.233138, 0.000000, 0.004744, 0.046675, 0.000000, 275.684293, 1.785000, 1, 0.000000, 6.171313, 0.002211, 3.141593, -0.000000, 0.000000, -0.000111, , Truck+, 2, 20.000000, 0.000322, 0.370676, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 64.067339, -48.517292, 0.000000, 19.873550, -2.245181, 0.000000, 0.004099, 0.040743, 0.000000, 281.683508, 1.782592, 1, -0.002408, 6.170689, 0.002047, 3.141616, 0.000023, 0.000000, -0.000105, , Truck++, 3, 20.000000, 0.000229, 0.370676, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 51.448709, -47.081972, 0.000000, 19.871246, -2.265449, 0.000000, 0.002801, 0.029023, 0.000000, 294.381335, 1.781334, 1, -0.003666, 6.169669, 0.001458, 3.141852, 0.000259, 0.000000, -0.000093, , 
75, 1.233000, Ego, 0, 20.000000, -0.012256, 1.342104, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 270.240122, -63.981824, 0.000000, -19.998814, 0.270572, 0.000000, 0.017498, 1.521367, 0.000000, 74.822200, -1.785000, -1, 0.000000, 3.127402, -0.078025, 0.000000, 0.000000, 0.000000, -0.003856, , Truck, 1, 20.000000, 0.000348, 1.342104, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 70.367218, -49.229418, 0.000000, 19.875005, -2.232413, 0.000000, 0.005471, 0.042637, 0.000000, 275.344360, 1.785000, 1, 0.000000, 6.171350, 0.002217, 3.141593, -0.000000, 0.000000, -0.000111, , Truck+, 2, 20.000000, 0.000322, 1.342104, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 64.405191, -48.555448, 0.000000, 19.873640, -2.244489, 0.000000, 0.005278, 0.040723, 0.000000, 281.343567, 1.782579, 1, -0.002421, 6.170724, 0.002053, 3.141615, 0.000022, 0.000000, -0.000105, , Truck++, 3, 20.000000, 0.000232, 1.342104, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 51.786521, -47.120476, 0.000000, 19.871314, -2.264952, 0.000000, 0.004006, 0.029263, 0.000000, 294.041393, 1.781243, 1, -0.003757, 6.169694, 0.001476, 3.141845, 0.000252, 0.000000, -0.000093, , 
76, 1.249000, Ego, 0, 20.000000, -0.012145, 2.256390, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 269.920148, -63.977085, 0.000000, -19.998412, 0.296202, 0.000000, 0.025076, 1.601893, 0.000000, 75.144418, -1.785000, -1, 0.000000, 3.126165, -0.077317, 0.000000, 0.000000, 0.000000, -0.003822, , Truck, 1, 20.000000, 0.000349, 2.256390, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 70.685220, -49.265125, 0.000000, 19.875142, -2.231691, 0.000000, 0.008543, 0.045126, 0.000000, 275.024423, 1.785000, 1, 0.000000, 6.171386, 0.002224, 3.141593, 0.000000, 0.000000, -0.000111, , Truck+, 2, 20.000000, 0.000324, 2.256390, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 64.723171, -48.591349, 0.000000, 19.873769, -2.243838, 0.000000, 0.008061, 0.040634, 0.000000, 281.023621, 1.782566, 1, -0.002434, 6.170757, 0.002064, 3.141614, 0.000022, 0.000000, -0.000106, , Truck++, 3, 20.000000, 0.000234, 2.256390, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 52.104464, -47.156708, 0.000000, 19.871422, -2.264484, 0.000000, 0.006802, 0.029256, 0.000000, 293.721447, 1.781160, 1, -0.003840, 6.169718, 0.001492, 3.141839, 0.000246, 0.000000, -0.000093, , 
77, 1.266000, Ego, 0, 20.000000, -0.012034, 3.227819, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 269.580181, -63.971618, 0.000000, -19.998062, 0.321597, 0.000000, 0.020614, 1.493810, 0.000000, 75.486753, -1.785000, -1, 0.000000, 3.124863, -0.076608, 0.000000, 0.000000, 0.000000, -0.003786, , Truck, 1, 20.000000, 0.000350, 3.227819, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 71.023099, -49.303051, 0.000000, 19.875217, -2.230960, 0.000000, 0.004422, 0.043003, 0.000000, 274.684491, 1.785000, 1, 0.000000, 6.171424, 0.002230, 3.141593, 0.000000, 0.000000, -0.000112, , Truck+, 2, 20.000000, 0.000325, 3.227819, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 65.061027, -48.629483, 0.000000, 19.873841, -2.243139, 0.000000, 0.004239, 0.041174, 0.000000, 280.683679, 1.782553, 1, -0.002447, 6.170792, 0.002069, 3.141614, 0.000021, 0.000000, -0.000106, , Truck++, 3, 20.000000, 0.000237, 3.227819, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 52.442279, -47.195195, 0.000000, 19.871474, -2.263973, 0.000000, 0.003008, 0.030055, 0.000000, 293.381505, 1.781073, 1, -0.003927, 6.169744, 0.001510, 3.141833, 0.000240, 0.000000, -0.000094, , 
78, 1.282000, Ego, 0, 20.000000, -0.011922, 4.142104, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 269.260219, -63.966070, 0.000000, -19.997602, 0.346758, 0.000000, 0.028725, 1.572591, 0.000000, 75.808931, -1.785000, -1, 0.000000, 3.123648, -0.075899, 0.000000, 0.000000, 0.000000, -0.003752, , Truck, 1, 20.000000, 0.000351, 4.142104, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 71.341104, -49.338735, 0.000000, 19.875292, -2.230226, 0.000000, 0.004666, 0.045824, 0.000000, 274.364555, 1.785000, 1, 0.000000, 6.171460, 0.002236, 3.141593, 0.000000, 0.000000, -0.000112, , Truck+, 2, 20.000000, 0.000327, 4.142104, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 65.379009, -48.665362, 0.000000, 19.873908, -2.242476, 0.000000, 0.004193, 0.041402, 0.000000, 280.363733, 1.782541, 1, -0.002459, 6.170825, 0.002081, 3.141613, 0.000020, 0.000000, -0.000106, , Truck++, 3, 20.000000, 0.000240, 4.142104, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 52.760223, -47.231411, 0.000000, 19.871521, -2.263487, 0.000000, 0.002974, 0.030360, 0.000000, 293.061559, 1.780993, 1, -0.004007, 6.169768, 0.001525, 3.141827, 0.000235, 0.000000, -0.000094, , 
79, 1.302000, Ego, 0, 20.000000, -0.011801, 5.284962, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 268.860274, -63.958591, 0.000000, -19.997264, 0.373937, 0.000000, 0.016905, 1.358935, 0.000000, 76.211628, -1.785000, -1, 0.000000, 3.122146, -0.075126, 0.000000, 0.000000, 0.000000, -0.003710, , Truck, 1, 20.000000, 0.000352, 5.284962, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 71.738611, -49.383323, 0.000000, 19.875375, -2.229424, 0.000000, 0.004168, 0.040104, 0.000000, 273.964635, 1.785000, 1, 0.000000, 6.171504, 0.002243, 3.141593, -0.000000, 0.000000, -0.000112, , Truck+, 2, 20.000000, 0.000326, 5.284962, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 65.776489, -48.710195, 0.000000, 19.873994, -2.241649, 0.000000, 0.004330, 0.041335, 0.000000, 279.963802, 1.782525, 1, -0.002475, 6.170867, 0.002078, 3.141612, 0.000019, 0.000000, -0.000107, , Truck++, 3, 20.000000, 0.000243, 5.284962, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 53.157655, -47.276669, 0.000000, 19.871584, -2.262871, 0.000000, 0.003163, 0.030805, 0.000000, 292.661627, 1.780894, 1, -0.004106, 6.169799, 0.001548, 3.141821, 0.000228, 0.000000, -0.000094, , 
80, 1.319000, Ego, 0, 20.000000, -0.011676, 6.256390, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 268.520331, -63.951764, 0.000000, -19.996614, 0.401584, 0.000000, 0.038230, 1.626309, 0.000000, 76.553895, -1.785000, -1, 0.000000, 3.120882, -0.074331, 0.000000, 0.000000, 0.000000, -0.003674, , Truck, 1, 20.000000, 0.000353, 6.256390, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 72.076494, -49.421209, 0.000000, 19.875458, -2.228597, 0.000000, 0.004909, 0.048655, 0.000000, 273.624703, 1.785000, 1, 0.000000, 6.171543, 0.002250, 3.141593, -0.000000, 0.000000, -0.000113, , Truck+, 2, 20.000000, 0.000329, 6.256390, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 66.114348, -48.748291, 0.000000, 19.874065, -2.240940, 0.000000, 0.004154, 0.041716, 0.000000, 279.623860, 1.782512, 1, -0.002488, 6.170903, 0.002096, 3.141611, 0.000019, 0.000000, -0.000107, , Truck++, 3, 20.000000, 0.000245, 6.256390, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 53.495473, -47.315128, 0.000000, 19.871635, -2.262343, 0.000000, 0.002988, 0.031088, 0.000000, 292.321685, 1.780813, 1, -0.004187, 6.169826, 0.001561, 3.141815, 0.000222, 0.000000, -0.000095, , 
81, 1.335000, Ego, 0, 20.000000, -0.011565, 0.887491, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 268.200394, -63.944948, 0.000000, -19.996071, 0.425993, 0.000000, 0.033985, 1.525521, 0.000000, 76.876007, -1.785000, -1, 0.000000, 3.119704, -0.073623, 0.000000, 0.000000, 0.000000, -0.003640, , Truck, 1, 20.000000, 0.000354, 0.887491, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 72.394503, -49.456855, 0.000000, 19.875534, -2.227857, 0.000000, 0.004699, 0.046242, 0.000000, 273.304767, 1.785000, 1, 0.000000, 6.171579, 0.002257, 3.141593, 0.000000, 0.000000, -0.000113, , Truck+, 2, 20.000000, 0.000331, 0.887491, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 66.432334, -48.784136, 0.000000, 19.874133, -2.240269, 0.000000, 0.004238, 0.041925, 0.000000, 279.303915, 1.782501, 1, -0.002499, 6.170936, 0.002107, 3.141611, 0.000018, 0.000000, -0.000107, , Truck++, 3, 20.000000, 0.000247, 0.887491, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 53.813420, -47.351318, 0.000000, 19.871684, -2.261841, 0.000000, 0.003077, 0.031365, 0.000000, 292.001740, 1.780739, 1, -0.004261, 6.169851, 0.001576, 3.141810, 0.000217, 0.000000, -0.000095, , 
82, 1.351000, Ego, 0, 20.000000, -0.011457, 1.801776, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 267.880465, -63.937757, 0.000000, -19.995558, 0.449437, 0.000000, 0.032044, 1.465275, 0.000000, 77.198100, -1.785000, -1, 0.000000, 3.118537, -0.072936, 0.000000, 0.000000, 0.000000, -0.003606, , Truck, 1, 20.000000, 0.000355, 1.801776, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 72.712512, -49.492489, 0.000000, 19.875607, -2.227138, 0.000000, 0.004587, 0.044964, 0.000000, 272.984832, 1.785000, 1, 0.000000, 6.171615, 0.002263, 3.141593, 0.000000, 0.000000, -0.000113, , Truck+, 2, 20.000000, 0.000332, 1.801776, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 66.750321, -48.819969, 0.000000, 19.874201, -2.239596, 0.000000, 0.004287, 0.042071, 0.000000, 278.983970, 1.782490, 1, -0.002510, 6.170970, 0.002114, 3.141610, 0.000018, 0.000000, -0.000108, , Truck++, 3, 20.000000, 0.000250, 1.801776, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 54.131368, -47.387499, 0.000000, 19.871735, -2.261334, 0.000000, 0.003142, 0.031662, 0.000000, 291.681795, 1.780666, 1, -0.004334, 6.169876, 0.001591, 3.141805, 0.000212, 0.000000, -0.000095, , 
83, 1.368000, Ego, 0, 20.000000, -0.011345, 2.773205, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 267.540549, -63.929710, 0.000000, -19.995045, 0.473383, 0.000000, 0.030161, 1.408585, 0.000000, 77.540302, -1.785000, -1, 0.000000, 3.117309, -0.072227, 0.000000, 0.000000, 0.000000, -0.003570, , Truck, 1, 20.000000, 0.000356, 2.773205, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 73.050399, -49.530338, 0.000000, 19.875683, -2.226394, 0.000000, 0.004481, 0.043760, 0.000000, 272.644900, 1.785000, 1, 0.000000, 6.171654, 0.002269, 3.141593, 0.000000, 0.000000, -0.000114, , Truck+, 2, 20.000000, 0.000333, 2.773205, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 67.088184, -48.858030, 0.000000, 19.874275, -2.238880, 0.000000, 0.004327, 0.042163, 0.000000, 278.644028, 1.782478, 1, -0.002522, 6.171006, 0.002119, 3.141610, 0.000017, 0.000000, -0.000108, , Truck++, 3, 20.000000, 0.000252, 2.773205, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 54.469188, -47.425933, 0.000000, 19.871789, -2.260790, 0.000000, 0.003208, 0.031990, 0.000000, 291.341853, 1.780590, 1, -0.004410, 6.169904, 0.001607, 3.141800, 0.000207, 0.000000, -0.000096, , 
84, 1.383000, Ego, 0, 20.000000, -0.011237, 3.630348, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 267.240633, -63.922264, 0.000000, -19.994412, 0.496380, 0.000000, 0.042197, 1.533142, 0.000000, 77.842227, -1.785000, -1, 0.000000, 3.116236, -0.071540, 0.000000, 0.000000, 0.000000, -0.003538, , Truck, 1, 20.000000, 0.000357, 3.630348, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 73.348535, -49.563723, 0.000000, 19.875756, -2.225671, 0.000000, 0.004868, 0.048230, 0.000000, 272.344961, 1.785000, 1, 0.000000, 6.171688, 0.002275, 3.141593, 0.000000, 0.000000, -0.000114, , Truck+, 2, 20.000000, 0.000335, 3.630348, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 67.386299, -48.891604, 0.000000, 19.874339, -2.238243, 0.000000, 0.004244, 0.042441, 0.000000, 278.344080, 1.782468, 1, -0.002532, 6.171038, 0.002132, 3.141609, 0.000017, 0.000000, -0.000108, , Truck++, 3, 20.000000, 0.000254, 3.630348, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 54.767266, -47.459837, 0.000000, 19.871836, -2.260307, 0.000000, 0.003128, 0.032235, 0.000000, 291.041905, 1.780525, 1, -0.004475, 6.169928, 0.001619, 3.141795, 0.000203, 0.000000, -0.000096, , 
85, 1.399000, Ego, 0, 20.000000, -0.011133, 4.544633, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 266.920731, -63.913969, 0.000000, -19.993889, 0.518448, 0.000000, 0.032694, 1.379226, 0.000000, 78.164260, -1.785000, -1, 0.000000, 3.115102, -0.070875, 0.000000, 0.000000, 0.000000, -0.003504, , Truck, 1, 20.000000, 0.000358, 4.544633, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 73.666548, -49.599323, 0.000000, 19.875828, -2.224968, 0.000000, 0.004493, 0.043914, 0.000000, 272.025026, 1.785000, 1, 0.000000, 6.171724, 0.002281, 3.141593, 0.000000, 0.000000, -0.000114, , Truck+, 2, 20.000000, 0.000336, 4.544633, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 67.704290, -48.927405, 0.000000, 19.874408, -2.237563, 0.000000, 0.004360, 0.042510, 0.000000, 278.024135, 1.782457, 1, -0.002543, 6.171072, 0.002137, 3.141609, 0.000016, 0.000000, -0.000108, , Truck++, 3, 20.000000, 0.000257, 4.544633, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 55.085216, -47.495994, 0.000000, 19.871888, -2.259786, 0.000000, 0.003265, 0.032532, 0.000000, 290.721960, 1.780457, 1, -0.004543, 6.169954, 0.001635, 3.141791, 0.000198, 0.000000, -0.000096, , 
86, 1.419000, Ego, 0, 20.000000, -0.011012, 5.687491, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 266.520864, -63.903093, 0.000000, -19.993362, 0.543814, 0.000000, 0.026336, 1.268328, 0.000000, 78.566778, -1.785000, -1, 0.000000, 3.113700, -0.070102, 0.000000, 0.000000, 0.000000, -0.003462, , Truck, 1, 20.000000, 0.000359, 5.687491, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 74.064067, -49.643806, 0.000000, 19.875924, -2.224151, 0.000000, 0.004820, 0.040843, 0.000000, 271.625108, 1.785000, 1, 0.000000, 6.171770, 0.002288, 3.141593, 0.000000, 0.000000, -0.000115, , Truck+, 2, 20.000000, 0.000335, 5.687491, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 68.101780, -48.972139, 0.000000, 19.874509, -2.236715, 0.000000, 0.005016, 0.042367, 0.000000, 277.624204, 1.782443, 1, -0.002557, 6.171115, 0.002133, 3.141608, 0.000015, 0.000000, -0.000109, , Truck++, 3, 20.000000, 0.000260, 5.687491, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 55.482655, -47.541176, 0.000000, 19.871968, -2.259129, 0.000000, 0.003973, 0.032879, 0.000000, 290.322029, 1.780372, 1, -0.004628, 6.169987, 0.001656, 3.141785, 0.000192, 0.000000, -0.000097, , 
87, 1.433000, Ego, 0, 20.000000, -0.010897, 0.204305, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 266.240969, -63.895147, 0.000000, -19.992480, 0.567518, 0.000000, 0.063038, 1.693100, 0.000000, 78.848519, -1.785000, -1, 0.000000, 3.112729, -0.069372, 0.000000, 0.000000, 0.000000, -0.003432, , Truck, 1, 20.000000, 0.000360, 0.204305, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 74.342332, -49.674933, 0.000000, 19.876075, -2.223384, 0.000000, 0.010774, 0.054785, 0.000000, 271.345165, 1.785000, 1, 0.000000, 6.171802, 0.002295, 3.141593, 0.000000, 0.000000, -0.000115, , Truck+, 2, 20.000000, 0.000339, 0.204305, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 68.380025, -49.003445, 0.000000, 19.874640, -2.236122, 0.000000, 0.009412, 0.042393, 0.000000, 277.344252, 1.782434, 1, -0.002566, 6.171145, 0.002159, 3.141608, 0.000015, 0.000000, -0.000109, , Truck++, 3, 20.000000, 0.000261, 0.204305, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 55.760864, -47.572798, 0.000000, 19.872085, -2.258674, 0.000000, 0.008344, 0.032502, 0.000000, 290.042077, 1.780315, 1, -0.004685, 6.170010, 0.001662, 3.141781, 0.000189, 0.000000, -0.000097, , 
88, 1.452000, Ego, 0, 20.000000, -0.010786, 1.290020, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 265.861121, -63.883932, 0.000000, -19.992017, 0.590285, 0.000000, 0.024350, 1.198267, 0.000000, 79.230862, -1.785000, -1, 0.000000, 3.111424, -0.068665, 0.000000, 0.000000, 0.000000, -0.003392, , Truck, 1, 20.000000, 0.000361, 1.290020, 2.203459, -0.000000, 1.679225, 5.698770, 2.600001, 3.358449, 74.719979, -49.717163, 0.000000, 19.876154, -2.222630, 0.000000, 0.004125, 0.039700, 0.000000, 270.965243, 1.785000, 1, 0.000000, 6.171846, 0.002301, 3.141593, -0.000000, 0.000000, -0.000115, , Truck+, 2, 20.000000, 0.000338, 1.290020, 2.556560, -0.000000, 1.769419, 11.228218, 2.600000, 3.538837, 68.757645, -49.045916, 0.000000, 19.874726, -2.235309, 0.000000, 0.004497, 0.042794, 0.000000, 276.964316, 1.782421, 1, -0.002579, 6.171186, 0.002151, 3.141607, 0.000014, 0.000000, -0.000109, , Truck++, 3, 20.000000, 0.000264, 1.290020, 3.063138, -0.000000, 1.769419, 11.228219, 2.600000, 3.538837, 56.138435, -47.615701, 0.000000, 19.872151, -2.258037, 0.000000, 0.003473, 0.033484, 0.000000, 289.662141, 1.780239, 1, -0.004761, 6.170042, 0.001683, 3.141776, 0.000184, 0.000000, -0.000097, , 
